age,pages,first_item_prize,gender,ReBuy,News_click,country,revenue
42.0,5.0,15.5,Masc,True,7.0,Italy,233
31.0,6.0,78.0,Fem,False,1.0,Italy,76
32.0,6.0,44.0,Masc,True,1.0,Italy,186
28.0,6.0,28.0,Masc,True,9.0,Italy,154
29.0,5.0,28.0,Fem,True,5.0,Italy,228
44.0,10.0,44.0,Masc,True,4.0,Italy,224
33.0,2.0,44.0,Masc,False,5.0,Italy,217
77.0,7.0,57.0,Fem,False,3.0,Italy,92
35.0,12.0,22.0,Fem,False,2.0,Italy,105
73.0,6.0,22.0,Fem,False,1.0,Italy,55
28.0,3.0,44.0,Fem,False,2.0,Italy,80
27.0,6.0,44.0,Masc,False,7.0,Italy,251
50.0,5.0,42.0,Masc,False,1.0,Italy,42
39.0,3.0,78.0,Fem,False,1.0,Italy,84
32.0,2.0,10.0,Fem,False,2.0,Italy,46
39.0,6.0,15.5,Fem,True,4.0,Italy,184
31.0,7.0,57.0,Fem,False,8.0,Italy,48
25.0,3.0,10.0,Fem,False,4.0,Italy,131
46.0,3.0,10.0,Fem,True,6.0,Italy,246
34.0,3.0,117.0,Masc,False,3.0,Italy,141
34.0,2.0,44.0,Fem,False,8.0,Italy,224
35.0,5.0,102.0,Masc,False,0.0,Italy,143
38.0,7.0,10.0,Fem,False,0.0,Italy,87
43.0,4.0,44.0,Fem,False,1.0,Italy,76
23.0,6.0,57.0,Fem,True,8.0,Italy,264
33.0,4.0,15.5,Fem,False,2.0,Italy,83
29.0,3.0,10.0,Fem,True,4.0,Italy,162
27.0,5.0,44.0,Masc,False,4.0,Italy,280
37.0,6.0,28.0,Masc,True,3.0,Italy,62
34.0,9.0,44.0,Fem,True,1.0,Italy,98
50.0,6.0,22.0,Masc,False,7.0,Italy,251
33.0,5.0,44.0,Fem,False,2.0,Italy,113
30.0,6.0,44.0,Masc,False,2.0,Italy,70
46.0,4.0,15.5,Masc,False,8.0,Italy,135
42.0,7.0,42.0,Fem,False,4.0,Italy,217
50.0,7.0,44.0,Masc,True,3.0,Italy,110
38.0,5.0,42.0,Masc,False,9.0,Italy,168
35.0,10.0,57.0,Fem,False,4.0,Italy,252
52.0,7.0,28.0,Fem,True,2.0,Italy,107
26.0,4.0,10.0,Fem,False,3.0,Italy,43
27.0,5.0,78.0,Fem,True,7.0,Italy,384
38.0,6.0,15.5,Masc,False,1.0,Italy,71
23.0,6.0,28.0,Masc,True,1.0,Italy,122
46.0,6.0,22.0,Fem,True,9.0,Italy,185
44.0,5.0,44.0,Fem,True,5.0,Italy,222
50.0,10.0,22.0,Fem,True,4.0,Italy,174
52.0,2.0,42.0,Fem,False,5.0,Italy,294
33.0,7.0,22.0,Fem,False,3.0,Italy,114
36.0,12.0,22.0,Fem,False,2.0,Italy,58
36.0,6.0,44.0,Masc,False,1.0,Italy,59
31.0,3.0,22.0,Fem,False,2.0,Italy,64
43.0,6.0,42.0,Masc,False,7.0,Italy,158
31.0,5.0,44.0,Fem,False,1.0,Italy,79
33.0,5.0,57.0,Fem,False,3.0,Burma,53
41.0,5.0,57.0,Masc,False,2.0,Burma,94
31.0,3.0,42.0,Fem,True,4.0,Burma,134
47.0,14.0,22.0,Masc,False,9.0,Burma,108
38.0,7.0,102.0,Fem,True,4.0,Burma,246
32.0,3.0,44.0,Fem,False,6.0,Burma,116
22.0,5.0,44.0,Fem,False,5.0,Burma,194
29.0,9.0,22.0,Fem,False,3.0,Burma,33
43.0,14.0,15.5,Fem,False,5.0,Burma,76
29.0,6.0,15.5,Masc,True,0.0,Burma,40
40.0,6.0,28.0,Fem,False,3.0,Burma,46
21.0,5.0,44.0,Fem,False,0.0,Burma,46
35.0,5.0,22.0,Masc,False,1.0,Burma,36
36.0,9.0,42.0,Fem,False,4.0,Burma,83
29.0,7.0,57.0,Masc,True,5.0,Burma,204
48.0,4.0,44.0,Masc,False,4.0,Burma,82
45.0,7.0,44.0,Fem,False,3.0,Burma,68
29.0,5.0,15.5,Fem,False,4.0,Burma,32
36.0,5.0,78.0,Fem,False,2.0,Burma,91
41.0,9.0,102.0,Fem,False,4.0,Burma,359
40.0,5.0,10.0,Masc,False,8.0,Burma,103
33.0,8.0,22.0,Fem,True,4.0,Burma,126
32.0,7.0,15.5,Fem,True,2.0,Burma,60
49.0,3.0,102.0,Masc,False,8.0,Burma,208
38.0,6.0,44.0,Masc,False,7.0,Burma,119
42.0,6.0,15.5,Fem,True,10.0,Burma,123
40.0,9.0,44.0,Fem,False,1.0,Burma,52
39.0,3.0,117.0,Fem,False,5.0,Burma,152
30.0,6.0,28.0,Masc,False,10.0,Burma,64
43.0,6.0,57.0,Masc,True,5.0,Burma,159
41.0,2.0,44.0,Fem,False,4.0,Burma,109
50.0,5.0,28.0,Masc,False,1.0,Burma,39
33.0,3.0,22.0,Fem,False,3.0,Burma,40
39.0,8.0,22.0,Masc,False,5.0,Burma,131
39.0,1.0,44.0,Fem,False,2.0,Burma,32
35.0,5.0,10.0,Fem,False,0.0,Burma,23
42.0,6.0,22.0,Fem,False,1.0,Burma,44
62.0,3.0,102.0,Fem,False,7.0,Burma,245
36.0,3.0,44.0,Fem,True,4.0,Burma,135
28.0,7.0,44.0,Masc,False,7.0,Burma,165
39.0,5.0,10.0,Fem,False,3.0,Burma,23
36.0,5.0,44.0,Fem,False,2.0,Burma,52
35.0,3.0,15.5,Masc,True,4.0,Burma,95
49.0,14.0,44.0,Fem,False,9.0,Burma,116
44.0,7.0,28.0,Masc,True,4.0,Burma,106
46.0,3.0,22.0,Masc,False,6.0,Burma,105
34.0,5.0,22.0,Fem,False,5.0,Burma,101
46.0,9.0,15.5,Fem,False,3.0,Burma,53
28.0,14.0,15.5,Fem,False,5.0,Burma,54
28.0,6.0,44.0,Fem,True,0.0,Burma,60
25.0,6.0,42.0,Masc,False,3.0,Burma,88
35.0,5.0,28.0,Fem,False,0.0,Burma,59
29.0,5.0,44.0,Fem,False,1.0,Burma,38
35.0,9.0,15.5,Masc,False,4.0,Burma,65
28.0,7.0,10.0,Masc,True,5.0,Burma,78
44.0,4.0,44.0,Fem,False,4.0,Burma,78
35.0,7.0,10.0,Fem,False,3.0,Burma,23
31.0,5.0,22.0,Fem,False,4.0,Burma,123
24.0,5.0,10.0,Masc,False,2.0,Burma,37
27.0,9.0,10.0,Masc,False,4.0,Burma,127
20.0,5.0,57.0,Fem,False,8.0,Burma,152
44.0,8.0,57.0,Masc,True,4.0,Burma,152
44.0,7.0,42.0,Fem,True,2.0,Burma,66
45.0,3.0,22.0,Masc,False,8.0,Burma,129
30.0,6.0,102.0,Fem,False,7.0,Burma,362
27.0,6.0,44.0,Fem,True,10.0,Burma,175
49.0,9.0,44.0,Fem,False,1.0,Burma,44
43.0,3.0,22.0,Fem,False,5.0,Burma,91
26.0,6.0,15.5,Fem,False,10.0,Burma,68
38.0,6.0,15.5,Masc,True,5.0,Burma,121
29.0,2.0,28.0,Fem,False,4.0,Burma,103
47.0,5.0,44.0,Fem,False,1.0,Burma,22
43.0,3.0,22.0,Masc,False,3.0,Burma,55
32.0,8.0,42.0,Fem,False,5.0,Burma,99
38.0,1.0,57.0,Masc,False,2.0,Burma,59
33.0,5.0,44.0,Masc,False,0.0,Burma,53
29.0,6.0,44.0,Fem,False,1.0,Burma,47
48.0,3.0,15.5,Fem,False,7.0,Burma,56
42.0,3.0,78.0,Fem,True,4.0,Burma,237
42.0,7.0,102.0,Fem,False,7.0,Burma,217
39.0,5.0,10.0,Masc,False,3.0,Burma,32
34.0,5.0,22.0,Fem,False,2.0,Burma,43
45.0,3.0,15.5,Fem,True,4.0,Burma,91
26.0,14.0,102.0,Masc,False,9.0,Burma,241
56.0,7.0,44.0,Masc,True,4.0,Burma,125
40.0,3.0,15.5,Fem,False,6.0,Burma,89
39.0,5.0,44.0,Fem,False,5.0,Burma,140
48.0,9.0,117.0,Fem,False,3.0,Burma,124
47.0,14.0,28.0,Masc,False,5.0,Burma,120
27.0,6.0,57.0,Masc,True,0.0,Burma,68
45.0,6.0,44.0,Fem,False,3.0,Burma,37
51.0,5.0,28.0,Masc,False,0.0,Burma,43
37.0,5.0,22.0,Fem,False,1.0,Burma,40
44.0,9.0,22.0,Masc,False,4.0,Burma,94
35.0,7.0,44.0,Fem,True,5.0,Burma,206
24.0,4.0,10.0,Fem,False,4.0,Burma,79
46.0,7.0,22.0,Fem,False,3.0,Burma,51
39.0,5.0,102.0,Fem,False,4.0,Burma,89
41.0,5.0,44.0,Fem,False,2.0,Burma,42
52.0,9.0,44.0,Masc,False,4.0,Burma,187
30.0,5.0,10.0,Fem,False,8.0,Burma,109
57.0,8.0,44.0,Fem,True,4.0,Burma,213
22.0,7.0,15.5,Masc,True,2.0,Burma,51
40.0,3.0,44.0,Fem,False,8.0,Burma,102
41.0,6.0,28.0,Masc,False,7.0,Burma,18
43.0,6.0,22.0,Masc,True,10.0,Burma,77
33.0,9.0,22.0,Fem,False,1.0,Burma,34
32.0,3.0,15.5,Fem,False,5.0,Burma,84
32.0,6.0,15.5,Fem,False,10.0,Burma,134
44.0,6.0,44.0,Fem,True,5.0,Burma,115
33.0,2.0,42.0,Masc,False,4.0,Burma,155
43.0,5.0,28.0,Fem,False,1.0,Burma,43
67.0,3.0,44.0,Fem,False,3.0,Burma,17
27.0,8.0,15.5,Masc,False,5.0,Burma,73
37.0,1.0,10.0,Masc,False,2.0,Burma,28
51.0,5.0,44.0,Fem,False,0.0,Burma,41
36.0,6.0,10.0,Fem,False,1.0,Burma,27
40.0,3.0,22.0,Fem,False,7.0,Burma,136
27.0,3.0,10.0,Masc,True,4.0,Burma,113
41.0,7.0,10.0,Masc,False,7.0,Burma,124
42.0,5.0,57.0,Fem,False,3.0,Burma,99
40.0,5.0,57.0,Masc,False,2.0,Burma,85
41.0,3.0,42.0,Fem,True,4.0,Burma,240
41.0,14.0,22.0,Masc,False,9.0,Burma,126
47.0,7.0,102.0,Fem,True,4.0,Burma,275
27.0,3.0,44.0,Fem,False,6.0,Burma,138
41.0,5.0,44.0,Fem,False,5.0,Burma,92
45.0,9.0,22.0,Fem,False,3.0,Burma,41
42.0,14.0,15.5,Fem,False,5.0,Burma,59
28.0,6.0,15.5,Masc,True,0.0,Burma,43
44.0,6.0,28.0,Fem,False,3.0,Burma,62
37.0,5.0,44.0,Fem,False,0.0,Burma,61
34.0,5.0,22.0,Masc,False,1.0,Burma,35
24.0,9.0,42.0,Fem,False,4.0,Burma,154
42.0,7.0,57.0,Masc,True,5.0,Burma,189
36.0,4.0,44.0,Masc,False,4.0,Burma,184
36.0,7.0,44.0,Fem,False,3.0,Burma,42
51.0,5.0,15.5,Fem,False,4.0,Burma,76
22.0,5.0,78.0,Fem,False,2.0,Burma,59
41.0,9.0,102.0,Fem,False,4.0,Burma,141
28.0,5.0,10.0,Masc,False,8.0,Burma,55
37.0,8.0,22.0,Fem,True,4.0,Burma,91
33.0,7.0,15.5,Fem,True,2.0,Burma,38
48.0,3.0,102.0,Masc,False,8.0,Burma,272
49.0,6.0,44.0,Masc,False,7.0,Burma,100
31.0,6.0,15.5,Fem,True,10.0,Burma,72
51.0,9.0,44.0,Fem,False,1.0,Burma,71
43.0,3.0,117.0,Fem,False,5.0,Burma,284
19.0,6.0,28.0,Masc,False,10.0,Burma,137
39.0,6.0,57.0,Masc,True,5.0,Burma,119
32.0,2.0,44.0,Fem,False,4.0,Burma,109
46.0,5.0,28.0,Masc,False,1.0,Burma,27
39.0,3.0,22.0,Fem,False,3.0,Burma,37
38.0,8.0,22.0,Masc,False,5.0,Burma,101
41.0,1.0,44.0,Fem,False,2.0,Burma,70
36.0,5.0,10.0,Fem,False,0.0,Burma,46
44.0,6.0,22.0,Fem,False,1.0,Burma,37
47.0,3.0,102.0,Fem,False,7.0,Burma,219
33.0,3.0,44.0,Fem,True,4.0,Burma,114
43.0,7.0,44.0,Masc,False,7.0,Burma,148
65.0,5.0,10.0,Fem,False,3.0,Burma,26
76.0,5.0,44.0,Fem,False,2.0,Burma,72
48.0,3.0,15.5,Masc,True,4.0,Burma,52
30.0,14.0,44.0,Fem,False,9.0,Burma,126
37.0,7.0,28.0,Masc,True,4.0,Burma,109
35.0,3.0,22.0,Masc,False,6.0,Burma,131
39.0,5.0,22.0,Fem,False,5.0,Burma,74
37.0,9.0,15.5,Fem,False,3.0,Burma,28
36.0,14.0,15.5,Fem,False,5.0,Burma,84
43.0,6.0,44.0,Fem,True,0.0,Burma,39
33.0,6.0,42.0,Masc,False,3.0,Burma,50
37.0,5.0,28.0,Fem,False,0.0,Burma,55
35.0,5.0,44.0,Fem,False,1.0,Burma,47
48.0,9.0,15.5,Masc,False,4.0,Burma,77
45.0,7.0,10.0,Masc,True,5.0,Burma,128
44.0,4.0,44.0,Fem,False,4.0,Burma,110
37.0,7.0,10.0,Fem,False,3.0,Burma,13
37.0,5.0,22.0,Fem,False,4.0,Burma,125
32.0,5.0,10.0,Masc,False,2.0,Burma,26
50.0,9.0,10.0,Masc,False,4.0,Burma,65
24.0,5.0,57.0,Fem,False,8.0,Burma,194
24.0,8.0,57.0,Masc,True,4.0,Burma,67
49.0,7.0,42.0,Fem,True,2.0,Burma,66
45.0,3.0,22.0,Masc,False,8.0,Burma,87
46.0,6.0,102.0,Fem,False,7.0,Burma,138
31.0,6.0,44.0,Fem,True,10.0,Burma,166
35.0,9.0,44.0,Fem,False,1.0,Burma,14
43.0,3.0,22.0,Fem,False,5.0,Burma,66
29.0,6.0,15.5,Fem,False,10.0,Burma,103
28.0,6.0,15.5,Masc,True,5.0,Burma,137
26.0,2.0,28.0,Fem,False,4.0,Burma,100
19.0,5.0,44.0,Fem,False,1.0,Burma,63
42.0,3.0,22.0,Masc,False,3.0,Burma,51
26.0,8.0,42.0,Fem,False,5.0,Burma,141
43.0,1.0,57.0,Masc,False,2.0,Burma,65
34.0,5.0,44.0,Masc,False,0.0,Burma,66
32.0,6.0,44.0,Fem,False,1.0,Burma,44
24.0,3.0,15.5,Fem,False,7.0,Burma,69
32.0,3.0,78.0,Fem,True,4.0,Burma,259
31.0,7.0,102.0,Fem,False,7.0,Burma,243
39.0,11.0,22.0,Masc,False,0.0,South Africa,36
50.0,5.0,42.0,Fem,False,2.0,South Africa,37
27.0,3.0,44.0,Masc,False,5.0,South Africa,125
47.0,6.0,15.5,Fem,False,6.0,South Africa,144
38.0,5.0,42.0,Fem,True,5.0,South Africa,140
41.0,7.0,44.0,Fem,False,2.0,South Africa,64
43.0,5.0,28.0,Fem,False,9.0,South Africa,101
37.0,4.0,44.0,Fem,True,5.0,South Africa,136
54.0,7.0,57.0,Masc,True,5.0,South Africa,310
20.0,10.0,15.5,Fem,False,5.0,South Africa,133
40.0,9.0,42.0,Fem,False,7.0,South Africa,93
36.0,6.0,22.0,Masc,True,4.0,South Africa,53
28.0,6.0,57.0,Fem,True,5.0,South Africa,76
30.0,4.0,102.0,Fem,False,1.0,South Africa,97
36.0,6.0,28.0,Fem,False,6.0,South Africa,92
31.0,3.0,15.5,Fem,True,3.0,South Africa,32
21.0,5.0,22.0,Fem,False,2.0,South Africa,50
52.0,8.0,15.5,Masc,False,4.0,South Africa,67
52.0,6.0,57.0,Fem,False,8.0,South Africa,183
53.0,13.0,44.0,Fem,False,2.0,South Africa,70
29.0,9.0,44.0,Masc,False,0.0,South Africa,43
40.0,2.0,42.0,Masc,True,6.0,South Africa,153
49.0,5.0,28.0,Fem,True,4.0,South Africa,110
39.0,7.0,22.0,Masc,False,1.0,South Africa,52
38.0,7.0,102.0,Fem,True,4.0,South Africa,184
43.0,7.0,15.5,Fem,False,3.0,South Africa,43
31.0,12.0,42.0,Fem,True,4.0,South Africa,74
37.0,6.0,15.5,Fem,False,4.0,South Africa,86
35.0,9.0,28.0,Fem,True,6.0,South Africa,91
43.0,5.0,15.5,Fem,False,1.0,South Africa,59
47.0,4.0,57.0,Masc,False,6.0,South Africa,202
23.0,7.0,28.0,Fem,False,5.0,South Africa,137
39.0,2.0,102.0,Masc,False,7.0,South Africa,200
37.0,5.0,28.0,Fem,False,4.0,South Africa,95
57.0,7.0,10.0,Fem,True,4.0,South Africa,103
53.0,4.0,102.0,Fem,False,2.0,South Africa,59
38.0,6.0,42.0,Fem,False,8.0,South Africa,134
38.0,5.0,15.5,Fem,False,3.0,South Africa,45
28.0,5.0,28.0,Masc,False,5.0,South Africa,140
32.0,5.0,42.0,Fem,True,3.0,South Africa,40
37.0,11.0,117.0,Fem,False,0.0,South Africa,91
27.0,5.0,57.0,Masc,False,2.0,South Africa,126
43.0,3.0,28.0,Fem,False,5.0,South Africa,60
26.0,6.0,117.0,Fem,False,6.0,South Africa,288
29.0,5.0,28.0,Fem,True,5.0,South Africa,113
41.0,7.0,22.0,Fem,False,2.0,South Africa,54
29.0,5.0,44.0,Fem,False,9.0,South Africa,124
28.0,4.0,22.0,Masc,True,5.0,South Africa,158
31.0,7.0,102.0,Fem,True,5.0,South Africa,150
43.0,10.0,28.0,Fem,False,5.0,South Africa,126
27.0,9.0,42.0,Masc,False,7.0,South Africa,139
44.0,6.0,117.0,Masc,True,4.0,South Africa,311
44.0,6.0,22.0,Fem,True,5.0,South Africa,128
43.0,4.0,15.5,Masc,False,1.0,South Africa,40
33.0,6.0,44.0,Fem,False,6.0,South Africa,144
48.0,3.0,42.0,Fem,True,3.0,South Africa,74
31.0,5.0,10.0,Fem,False,2.0,South Africa,37
38.0,8.0,10.0,Fem,False,4.0,South Africa,29
40.0,6.0,28.0,Fem,False,8.0,South Africa,70
25.0,13.0,102.0,Fem,False,2.0,South Africa,122
38.0,9.0,22.0,Masc,False,0.0,South Africa,54
36.0,2.0,42.0,Fem,True,6.0,South Africa,114
22.0,5.0,44.0,Masc,True,4.0,South Africa,196
33.0,7.0,15.5,Fem,False,1.0,South Africa,48
45.0,7.0,42.0,Fem,True,4.0,South Africa,104
29.0,7.0,44.0,Fem,False,3.0,South Africa,54
50.0,12.0,28.0,Fem,True,4.0,South Africa,141
26.0,6.0,44.0,Fem,False,4.0,South Africa,129
43.0,9.0,57.0,Masc,True,6.0,South Africa,147
39.0,5.0,15.5,Fem,False,1.0,South Africa,24
44.0,4.0,42.0,Fem,False,6.0,South Africa,136
51.0,7.0,22.0,Masc,False,5.0,South Africa,104
29.0,2.0,57.0,Fem,False,7.0,South Africa,181
34.0,5.0,102.0,Fem,False,4.0,South Africa,251
31.0,7.0,28.0,Fem,True,4.0,South Africa,113
32.0,4.0,15.5,Fem,False,2.0,South Africa,47
28.0,6.0,22.0,Fem,False,8.0,South Africa,84
49.0,5.0,15.5,Masc,False,3.0,South Africa,49
48.0,5.0,57.0,Fem,False,5.0,South Africa,107
40.0,5.0,44.0,Fem,True,3.0,South Africa,54
32.0,11.0,44.0,Masc,False,0.0,South Africa,42
33.0,5.0,42.0,Masc,False,2.0,South Africa,57
34.0,3.0,28.0,Fem,False,5.0,South Africa,87
36.0,6.0,22.0,Masc,False,6.0,South Africa,63
37.0,5.0,102.0,Fem,True,5.0,South Africa,183
52.0,7.0,15.5,Fem,False,2.0,South Africa,37
39.0,5.0,42.0,Fem,False,9.0,South Africa,88
47.0,4.0,15.5,Fem,True,5.0,South Africa,95
29.0,7.0,28.0,Fem,True,5.0,South Africa,77
30.0,10.0,15.5,Fem,False,5.0,South Africa,61
36.0,9.0,57.0,Masc,False,7.0,South Africa,162
41.0,6.0,28.0,Fem,True,4.0,South Africa,114
25.0,6.0,102.0,Masc,True,5.0,South Africa,214
51.0,4.0,28.0,Fem,False,1.0,South Africa,63
25.0,6.0,10.0,Fem,False,6.0,South Africa,118
32.0,3.0,102.0,Fem,True,3.0,South Africa,86
37.0,5.0,42.0,Fem,False,2.0,South Africa,54
28.0,8.0,15.5,Fem,False,4.0,South Africa,93
45.0,6.0,28.0,Masc,False,8.0,South Africa,56
38.0,13.0,42.0,Fem,False,2.0,South Africa,53
42.0,9.0,117.0,Fem,False,0.0,South Africa,111
37.0,2.0,57.0,Masc,True,6.0,South Africa,135
52.0,5.0,28.0,Fem,True,4.0,South Africa,221
38.0,7.0,117.0,Fem,False,1.0,South Africa,104
41.0,7.0,28.0,Fem,True,4.0,South Africa,85
40.0,7.0,22.0,Fem,False,3.0,South Africa,43
46.0,12.0,44.0,Fem,True,4.0,South Africa,138
29.0,6.0,22.0,Masc,False,4.0,South Africa,130
36.0,9.0,102.0,Fem,True,6.0,South Africa,117
36.0,5.0,28.0,Fem,False,1.0,South Africa,51
41.0,4.0,42.0,Masc,False,6.0,South Africa,122
38.0,7.0,117.0,Masc,False,5.0,South Africa,216
23.0,2.0,22.0,Fem,False,7.0,South Africa,74
40.0,5.0,15.5,Masc,False,4.0,South Africa,63
41.0,7.0,44.0,Fem,True,4.0,South Africa,231
30.0,4.0,42.0,Fem,False,2.0,South Africa,67
44.0,6.0,10.0,Fem,False,8.0,South Africa,83
35.0,5.0,10.0,Fem,False,3.0,South Africa,29
34.0,5.0,28.0,Fem,False,5.0,South Africa,148
33.0,5.0,102.0,Fem,True,3.0,South Africa,77
20.0,11.0,22.0,Masc,False,0.0,South Africa,43
48.0,5.0,42.0,Fem,False,2.0,South Africa,40
40.0,3.0,44.0,Masc,False,5.0,South Africa,115
44.0,6.0,15.5,Fem,False,6.0,South Africa,68
26.0,5.0,42.0,Fem,True,5.0,South Africa,187
37.0,7.0,44.0,Fem,False,2.0,South Africa,75
26.0,5.0,28.0,Fem,False,9.0,South Africa,104
34.0,4.0,44.0,Fem,True,5.0,South Africa,151
41.0,7.0,57.0,Masc,True,5.0,South Africa,198
38.0,10.0,15.5,Fem,False,5.0,South Africa,98
20.0,9.0,42.0,Fem,False,7.0,South Africa,218
38.0,6.0,22.0,Masc,True,4.0,South Africa,109
21.0,6.0,57.0,Fem,True,5.0,South Africa,145
43.0,4.0,102.0,Fem,False,1.0,South Africa,74
23.0,6.0,28.0,Fem,False,6.0,South Africa,81
27.0,3.0,15.5,Fem,True,3.0,South Africa,61
46.0,5.0,22.0,Fem,False,2.0,South Africa,52
21.0,8.0,15.5,Masc,False,4.0,South Africa,72
23.0,6.0,57.0,Fem,False,8.0,South Africa,183
42.0,13.0,44.0,Fem,False,2.0,South Africa,9
39.0,9.0,44.0,Masc,False,0.0,South Africa,59
41.0,2.0,42.0,Masc,True,6.0,South Africa,132
33.0,5.0,28.0,Fem,True,4.0,South Africa,90
31.0,7.0,22.0,Masc,False,1.0,South Africa,40
42.0,7.0,102.0,Fem,True,4.0,South Africa,215
41.0,7.0,15.5,Fem,False,3.0,South Africa,56
26.0,12.0,42.0,Fem,True,4.0,South Africa,189
52.0,6.0,15.5,Fem,False,4.0,South Africa,59
37.0,9.0,28.0,Fem,True,6.0,South Africa,85
28.0,5.0,15.5,Fem,False,1.0,South Africa,34
31.0,4.0,57.0,Masc,False,6.0,South Africa,244
39.0,7.0,28.0,Fem,False,5.0,South Africa,146
41.0,2.0,102.0,Masc,False,7.0,South Africa,207
31.0,5.0,28.0,Fem,False,4.0,South Africa,112
44.0,7.0,10.0,Fem,True,4.0,South Africa,117
50.0,4.0,102.0,Fem,False,2.0,South Africa,96
38.0,6.0,42.0,Fem,False,8.0,South Africa,100
47.0,5.0,15.5,Fem,False,3.0,South Africa,46
43.0,5.0,28.0,Masc,False,5.0,South Africa,107
39.0,5.0,42.0,Fem,True,3.0,South Africa,36
37.0,11.0,117.0,Fem,False,0.0,South Africa,93
30.0,5.0,57.0,Masc,False,2.0,South Africa,36
24.0,3.0,28.0,Fem,False,5.0,South Africa,123
33.0,6.0,117.0,Fem,False,6.0,South Africa,283
29.0,5.0,28.0,Fem,True,5.0,South Africa,200
37.0,7.0,22.0,Fem,False,2.0,South Africa,49
20.0,5.0,44.0,Fem,False,9.0,South Africa,125
28.0,4.0,22.0,Masc,True,5.0,South Africa,180
39.0,7.0,102.0,Fem,True,5.0,South Africa,142
51.0,10.0,28.0,Fem,False,5.0,South Africa,170
30.0,9.0,42.0,Masc,False,7.0,South Africa,164
39.0,6.0,117.0,Masc,True,4.0,South Africa,209
48.0,6.0,22.0,Fem,True,5.0,South Africa,132
51.0,4.0,15.5,Masc,False,1.0,South Africa,45
42.0,6.0,44.0,Fem,False,6.0,South Africa,143
52.0,3.0,42.0,Fem,True,3.0,South Africa,92
44.0,5.0,10.0,Fem,False,2.0,South Africa,34
27.0,8.0,10.0,Fem,False,4.0,South Africa,118
26.0,6.0,28.0,Fem,False,8.0,South Africa,65
50.0,13.0,102.0,Fem,False,2.0,South Africa,101
36.0,9.0,22.0,Masc,False,0.0,South Africa,42
41.0,2.0,42.0,Fem,True,6.0,South Africa,124
26.0,5.0,44.0,Masc,True,4.0,South Africa,201
37.0,7.0,15.5,Fem,False,1.0,South Africa,46
40.0,7.0,42.0,Fem,True,4.0,South Africa,103
39.0,7.0,44.0,Fem,False,3.0,South Africa,58
32.0,12.0,28.0,Fem,True,4.0,South Africa,153
41.0,6.0,44.0,Fem,False,4.0,South Africa,104
45.0,9.0,57.0,Masc,True,6.0,South Africa,205
32.0,5.0,15.5,Fem,False,1.0,South Africa,38
27.0,4.0,42.0,Fem,False,6.0,South Africa,142
44.0,7.0,22.0,Masc,False,5.0,South Africa,90
43.0,2.0,57.0,Fem,False,7.0,South Africa,157
51.0,5.0,102.0,Fem,False,4.0,South Africa,377
41.0,7.0,28.0,Fem,True,4.0,South Africa,216
51.0,4.0,15.5,Fem,False,2.0,South Africa,42
27.0,6.0,22.0,Fem,False,8.0,South Africa,119
37.0,5.0,15.5,Masc,False,3.0,South Africa,24
46.0,5.0,57.0,Fem,False,5.0,South Africa,132
26.0,5.0,44.0,Fem,True,3.0,South Africa,95
37.0,6.0,10.0,Masc,False,2.0,South Korea,110
43.0,5.0,44.0,Fem,False,8.0,South Korea,185
74.0,3.0,10.0,Fem,True,6.0,South Korea,100
38.0,4.0,44.0,Fem,False,4.0,South Korea,262
29.0,5.0,15.5,Fem,False,1.0,South Korea,86
24.0,5.0,10.0,Fem,False,2.0,South Korea,63
34.0,7.0,42.0,Fem,False,5.0,South Korea,230
62.0,9.0,42.0,Fem,False,5.0,South Korea,252
39.0,6.0,44.0,Fem,True,9.0,South Korea,281
41.0,6.0,22.0,Fem,True,1.0,South Korea,117
40.0,10.0,57.0,Fem,False,4.0,South Korea,235
38.0,12.0,10.0,Fem,False,1.0,South Korea,92
38.0,10.0,44.0,Fem,False,3.0,South Korea,103
30.0,12.0,15.5,Masc,False,5.0,South Korea,130
33.0,4.0,42.0,Fem,True,4.0,South Korea,47
29.0,7.0,78.0,Fem,False,7.0,South Korea,68
50.0,5.0,15.5,Fem,True,5.0,South Korea,191
50.0,5.0,15.5,Fem,False,2.0,South Korea,72
47.0,9.0,78.0,Fem,False,7.0,South Korea,260
34.0,11.0,15.5,Fem,False,4.0,South Korea,187
48.0,11.0,102.0,Fem,True,9.0,South Korea,365
31.0,13.0,22.0,Fem,False,2.0,South Korea,55
19.0,4.0,57.0,Fem,False,3.0,South Korea,105
31.0,1.0,44.0,Fem,True,4.0,South Korea,172
48.0,5.0,102.0,Fem,True,2.0,South Korea,247
31.0,3.0,117.0,Fem,False,4.0,South Korea,459
39.0,5.0,15.5,Fem,True,5.0,South Korea,259
35.0,5.0,15.5,Masc,False,7.0,South Korea,148
34.0,4.0,15.5,Masc,True,5.0,South Korea,204
41.0,7.0,15.5,Masc,False,5.0,South Korea,200
48.0,6.0,42.0,Masc,False,4.0,South Korea,113
41.0,6.0,22.0,Fem,False,4.0,South Korea,107
25.0,6.0,22.0,Fem,True,2.0,South Korea,99
38.0,4.0,44.0,Fem,False,1.0,South Korea,87
42.0,2.0,57.0,Fem,False,8.0,South Korea,143
64.0,7.0,15.5,Fem,False,10.0,South Korea,173
45.0,8.0,102.0,Fem,False,1.0,South Korea,87
